method_id,fold_id,condition,validation_reviews,heldout_pair_tp,heldout_pair_fp,heldout_pair_fn,heldout_pair_precision,heldout_pair_recall,heldout_pair_micro_f1,heldout_pair_gold_label_count,heldout_pair_predicted_label_count,false_positive_rows_per_100,false_negative_rows_per_100,mean_heldout_prediction_set_size
qwen_candidate_pair_qlora,l2-a02,D,1057,28,56,58,0.3333333333333333,0.32558139534883723,0.32941176470588235,86,84,5.203405865657522,5.4872280037842955,0.07947019867549669
qwen_candidate_pair_qlora,l2-a03,D,1057,209,223,192,0.4837962962962963,0.5211970074812967,0.5018007202881153,401,432,21.09744560075686,18.164616840113528,0.4087038789025544
qwen_candidate_pair_qlora,l2-a04,D,1057,9,119,13,0.0703125,0.4090909090909091,0.12,22,128,11.069063386944181,1.2298959318826868,0.12109744560075686
qwen_candidate_pair_qlora,l2-a05,D,1057,87,37,31,0.7016129032258065,0.7372881355932204,0.71900826446281,118,124,3.500473036896878,2.9328287606433303,0.1173131504257332
qwen_candidate_pair_qlora,l2-a06,D,1057,122,63,355,0.6594594594594595,0.2557651991614256,0.3685800604229607,477,185,5.960264900662252,32.82876064333018,0.1750236518448439
qwen_candidate_pair_qlora,l2-a07,D,1057,230,150,107,0.6052631578947368,0.6824925816023739,0.6415620641562064,337,380,14.191106906338694,10.122989593188269,0.3595080416272469
qwen_candidate_pair_qlora,l2-a08,D,1057,86,34,40,0.7166666666666667,0.6825396825396826,0.6991869918699187,126,120,3.216650898770104,3.7842951750236518,0.11352885525070956
qwen_candidate_pair_qlora,l2-a09,D,1057,9,27,4,0.25,0.6923076923076923,0.3673469387755102,13,36,2.554399243140965,0.3784295175023652,0.03405865657521287
qwen_candidate_pair_qlora,l2-a10,D,1057,15,75,3,0.16666666666666666,0.8333333333333334,0.2777777777777778,18,90,6.906338694418165,0.28382213812677387,0.08514664143803216
qwen_candidate_pair_qlora,l2-a11,D,1057,31,103,20,0.23134328358208955,0.6078431372549019,0.33513513513513515,51,134,9.744560075685904,1.8921475875118259,0.12677388836329234
qwen_candidate_pair_qlora,l2-a12,D,1057,110,57,18,0.6586826347305389,0.859375,0.7457627118644068,128,167,5.298013245033113,1.7029328287606433,0.15799432355723747
