method_id,fold_id,condition,heldout_aspects,heldout_pair_micro_f1,overall_pair_micro_f1,seen_pair_micro_f1,heldout_presence_f1,heldout_presence_ap,oracle_gated_sentiment_set_micro_f1,heldout_positive_review_support,heldout_predicted_positive_reviews,method
qwen_candidate_pair_qlora,l2-a09,D,Staff support: Email,0.3673469387755102,0.5879470847623713,0.5906273245722787,0.3673469387755102,0.4951195572176758,0.9230769230769232,13,36,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a09,N,Staff support: Email,0.5806451612903226,0.5905511811023622,0.5906273245722787,0.5806451612903226,0.4807021230801718,0.9230769230769232,13,18,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a10,D,Staff support: Phone,0.2777777777777778,0.5927351455376474,0.6011360829834527,0.3018867924528302,0.5940609988362313,0.9444444444444444,18,88,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a10,N,Staff support: Phone,0.4406779661016949,0.5988315481986368,0.6011360829834527,0.4827586206896552,0.5538509089460394,0.9444444444444444,18,40,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a11,D,Value: Discounts promotions,0.3351351351351351,0.5895540186024326,0.6012974051896207,0.3891891891891892,0.3543918220246774,0.8823529411764706,51,134,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a11,N,Value: Discounts promotions,0.3439490445859872,0.5915966386554622,0.6012974051896207,0.3821656050955414,0.3387129198633826,0.9019607843137256,51,106,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a12,D,Value: Price value for money,0.7457627118644068,0.5873493975903614,0.5746814854974248,0.7876712328767124,0.8400774913679967,0.942084942084942,128,164,QLoRA Qwen
qwen_candidate_pair_qlora,l2-a12,N,Value: Price value for money,0.7608695652173914,0.587641866330391,0.5746814854974248,0.8102189781021898,0.8353130558062277,0.9343629343629344,128,146,QLoRA Qwen
strict_train_only_tfidf,l2-a01,D,Account management: Account access,0.23728813559322035,0.30985915492957744,0.31427099433281813,0.5087719298245614,0.4218787842579255,0.43529411764705883,81,147,TF-IDF
strict_train_only_tfidf,l2-a01,N,Account management: Account access,0.1761006289308176,0.3088344469190794,0.31427099433281813,0.36129032258064514,0.26365157272263884,0.44339622641509435,81,74,TF-IDF
strict_train_only_tfidf,l2-a02,D,Company brand: Competitor,0.18181818181818182,0.3359160209947513,0.3434714210802307,0.21390374331550802,0.1829992238157141,0.7861271676300579,86,101,TF-IDF
strict_train_only_tfidf,l2-a02,N,Company brand: Competitor,0.08928571428571429,0.33622007131940906,0.3434714210802307,0.125,0.1767714305270695,0.5433526011560693,86,26,TF-IDF
strict_train_only_tfidf,l2-a03,D,Company brand: General satisfaction,0.1736111111111111,0.32716219950262504,0.35622740716398293,0.2743055555555556,0.4161873942306514,0.6184538653366584,401,175,TF-IDF
strict_train_only_tfidf,l2-a03,N,Company brand: General satisfaction,0.06407322654462243,0.3195402298850575,0.35622740716398293,0.10526315789473684,0.4034998298531877,0.6184538653366584,401,36,TF-IDF
strict_train_only_tfidf,l2-a04,D,Company brand: Reviews,0.18181818181818182,0.3371949716539315,0.3410813542193027,0.3434343434343434,0.6667700223670308,0.6363636363636364,22,77,TF-IDF
strict_train_only_tfidf,l2-a04,N,Company brand: Reviews,0.28125,0.34012928891098954,0.3410813542193027,0.53125,0.6938685660326183,0.6363636363636364,22,42,TF-IDF
strict_train_only_tfidf,l2-a05,D,Logistics rides: Speed,0.3861003861003861,0.33883058470764615,0.3355597114613946,0.4549019607843137,0.4062459272729378,0.7899159663865546,118,137,TF-IDF
strict_train_only_tfidf,l2-a05,N,Logistics rides: Speed,0.04580152671755725,0.32576148683531236,0.3355597114613946,0.061068702290076333,0.17019577679668227,0.7899159663865546,118,13,TF-IDF
strict_train_only_tfidf,l2-a06,D,Online experience: App website,0.4867469879518072,0.33784487246225925,0.2968127490039841,0.7536585365853659,0.840430459657579,0.6181434599156118,468,352,TF-IDF
strict_train_only_tfidf,l2-a06,N,Online experience: App website,0.47858942065491183,0.3347346295323174,0.2968127490039841,0.7448979591836735,0.8512262348102027,0.6413502109704642,468,316,TF-IDF
strict_train_only_tfidf,l2-a07,D,Purchase booking experience: Ease of use,0.48956884561891517,0.34338863750628457,0.3111383860079779,0.617816091954023,0.6327413447214341,0.7547169811320755,335,361,TF-IDF
strict_train_only_tfidf,l2-a07,N,Purchase booking experience: Ease of use,0.4161073825503356,0.32736705577172504,0.3111383860079779,0.5043177892918825,0.5952411627619782,0.7496382054992764,335,244,TF-IDF
strict_train_only_tfidf,l2-a08,D,Staff support: Attitude of staff,0.32989690721649484,0.33275734386571215,0.3329012185636505,0.44559585492227977,0.4791105017995437,0.6666666666666666,125,68,TF-IDF
strict_train_only_tfidf,l2-a08,N,Staff support: Attitude of staff,0.1232876712328767,0.3252560579565326,0.3329012185636505,0.1793103448275862,0.2903851956792412,0.6666666666666666,125,20,TF-IDF
strict_train_only_tfidf,l2-a09,D,Staff support: Email,0.07741935483870968,0.3374505928853755,0.3478037503210891,0.174496644295302,0.6593457411106931,0.46153846153846156,13,136,TF-IDF
strict_train_only_tfidf,l2-a09,N,Staff support: Email,0.2127659574468085,0.3461928934010152,0.3478037503210891,0.46808510638297873,0.7623197835421942,0.46153846153846156,13,34,TF-IDF
strict_train_only_tfidf,l2-a10,D,Staff support: Phone,0.14173228346456693,0.3403193612774451,0.346817830456068,0.2677165354330709,0.4164998606640947,0.5555555555555556,18,109,TF-IDF
strict_train_only_tfidf,l2-a10,N,Staff support: Phone,0.1111111111111111,0.34252466481153554,0.346817830456068,0.25,0.14809759584790735,0.5555555555555556,18,54,TF-IDF
strict_train_only_tfidf,l2-a11,D,Value: Discounts promotions,0.328125,0.3371813371813372,0.337468982630273,0.453125,0.4774583099726458,0.6470588235294118,51,77,TF-IDF
strict_train_only_tfidf,l2-a11,N,Value: Discounts promotions,0.21686746987951808,0.3350352540724532,0.337468982630273,0.26506024096385544,0.25638733856070856,0.6470588235294118,51,32,TF-IDF
strict_train_only_tfidf,l2-a12,D,Value: Price value for money,0.3128834355828221,0.33764914953033764,0.3398837531137559,0.4246153846153846,0.41634512578665733,0.671875,128,197,TF-IDF
strict_train_only_tfidf,l2-a12,N,Value: Price value for money,0.31390134529147984,0.3383733055265902,0.3398837531137559,0.45739910313901344,0.36649458233733456,0.671875,128,95,TF-IDF
